id,Sex,Length,Diameter,Height,Weight,Shucked Weight,Viscera Weight,Shell Weight,Age
12121,M,0.7125,0.5,0.125,2.438057,0.850485,0.52446575,0.86465975,6
12122,M,1.75,1.4125,0.4875,47.513762,20.68096025,8.6465975,12.8990225,14
12123,I,0.7125,0.4625,0.2,3.742134,2.211261,0.56699,0.94970825,7
12124,F,1.4125,1.1125,0.375,22.566202,10.30504325,5.216308,8.0796075,10
12125,M,1.5625,1.225,0.4,33.43823525,13.380964,8.4765005,9.355335,15
12126,F,1.2125,0.925,0.2875,13.39513875,5.82582225,2.9766975,4.252425,10
12127,F,1.55,1.175,0.3875,34.246196,17.73261225,7.0023265,7.654365,8
12128,I,0.9375,0.7,0.225,8.40562675,3.27436725,1.6726205,2.6932025,8
12129,I,1.175,0.95,0.3125,15.4504775,7.3992195,3.2601925,4.77689075,9
12130,M,1.425,1.1,0.3625,24.99008425,10.21999475,5.54232725,7.75358825,14
12131,I,1.25,1.075,0.325,20.638436,9.51125725,4.025629,6.16601625,8
12132,F,1.6,1.2875,0.4125,37.874932,16.0741665,9.00096625,9.63883,12
12133,M,1.175,0.9125,0.275,13.53688625,6.3219385,2.48058125,3.92640575,7
12134,I,1.1875,0.9125,0.25,10.92873225,5.443104,2.22543575,2.76407625,8
12135,I,0.925,0.6875,0.225,7.087375,3.005047,0.97805775,2.4097075,9
12136,M,1.4875,1.1875,0.35,29.21415975,13.96212875,6.1518415,8.788345,11
12137,I,1.4875,1.1625,0.3875,26.2799865,12.1619355,4.8477645,7.2291225,9
12138,I,0.6375,0.475,0.15,2.438057,0.8788345,0.58116475,0.7087375,4
12139,M,1.6125,1.225,0.475,32.36095425,12.79979925,5.783298,11.3398,20
12140,I,0.875,0.65,0.225,5.6415505,2.19708625,1.1623295,1.70097,6
12141,F,1.6375,1.275,0.5,39.7743485,19.050864,9.39785925,11.623295,12
12142,M,1.175,0.8875,0.3,14.10387625,6.73300625,2.8066005,3.8271825,7
12143,M,1.4125,1.15,0.375,23.37416275,11.94931425,5.5848515,5.953395,9
12144,M,1.5625,1.1125,0.375,27.00289875,12.3320325,5.51397775,8.1363065,10
12145,I,1.05,0.7875,0.2875,13.08329425,5.783298,2.67902775,4.26659975,9
12146,F,1.5375,1.1875,0.4125,31.18445,13.04077,7.200773,8.788345,10
12147,I,0.95,0.7,0.225,8.00873375,4.195726,1.43164975,2.65067825,7
12148,F,1.475,1.15,0.3625,26.705229,11.736693,5.06038575,8.6465975,11
12149,M,1.3,0.975,0.3,23.37416275,10.77281,3.98310475,4.53592,8
12150,M,0.8625,0.65,0.2125,5.45727875,2.56562975,0.9922325,1.984465,9
12151,F,1.5,1.1875,0.4,30.277266,8.94426725,6.67630725,9.7805775,17
12152,F,1.45,1.1125,0.3375,26.365035,11.566596,7.3425205,6.23689,10
12153,I,0.9625,0.7,0.225,7.98038425,3.41611475,1.7293195,2.4097075,7
12154,M,1.275,1.0125,0.3375,18.44134975,8.32057825,3.7137845,6.6621325,9
12155,M,1.2125,0.925,0.2625,14.92601175,6.7755305,2.83495,3.96893,7
12156,M,0.725,0.525,0.125,3.16096925,1.190679,0.4819415,0.850485,10
12157,M,1.5625,1.225,0.4125,32.78619675,13.93377925,7.27164675,10.9145575,13
12158,M,1.675,1.3125,0.5,45.7277435,18.69649525,10.149121,12.45960525,14
12159,M,1.45,1.125,0.3875,29.7386255,13.097469,6.5487345,7.087375,10
12160,I,0.4375,0.325,0.1,0.75126175,0.21262125,0.15592225,0.226796,5
12161,F,1.2625,1.1875,0.4125,29.5685285,14.4298955,6.7755305,8.68912175,10
12162,F,1.3375,1,0.3375,24.73493875,10.432616,6.36446275,6.9456275,13
12163,M,1.2125,0.925,0.3,18.653971,8.50485,3.96893,4.53592,9
12164,F,1.5875,1.3375,0.475,35.210079,16.329312,7.01650125,11.90679,11
12165,M,1.8,1.4375,0.5125,50.6605565,23.6151335,11.679994,14.64251675,11
12166,M,1.5625,1.25,0.4375,34.68561325,15.97494325,6.73300625,10.3475675,15
12167,M,1.4,1.1,0.3375,27.1871705,12.99824575,5.85417175,6.9456275,9
12168,I,1.3875,1.0875,0.3375,24.323871,11.49572225,4.86193925,7.7961125,10
12169,M,1.4125,1.1,0.3625,25.51455,11.0846545,5.40057975,7.7961125,12
12170,M,1.4,1.1,0.4125,29.8520235,12.0485375,6.1518415,8.50485,11
12171,I,0.6875,0.55,0.2,2.8066005,1.0489315,0.680388,0.850485,5
12172,F,1.1875,0.975,0.325,18.58309725,9.87980075,3.67126025,4.7910655,8
12173,I,1.075,0.85,0.25,13.16834275,6.95980225,2.948348,3.118445,6
12174,I,1.1,0.85,0.275,9.752228,3.0900955,2.16873675,3.40194,8
12175,M,1.5625,1.2125,0.375,30.83008125,14.7133905,6.2652395,8.74582075,9
12176,F,1.5625,1.2375,0.4375,35.98969025,14.968536,7.881161,11.056305,11
12177,M,1.3,1.075,0.3875,24.1821235,9.31281075,5.3580555,7.087375,11
12178,F,1.8,1.425,0.5125,60.6962795,30.34813975,11.60912025,14.84096325,13
12179,M,1.5875,1.25,0.475,36.570855,16.8112535,8.63242275,9.979024,14
12180,I,0.85,0.6375,0.2125,5.1879585,2.1262125,1.077281,1.70097,6
12181,M,1.3375,1.0875,0.3375,17.19397175,7.55514175,3.44446425,5.386405,10
12182,F,1.325,1.0125,0.3625,22.75047375,6.860579,5.88252125,7.2291225,14
12183,I,1.325,1.0375,0.35,17.98775775,9.82310175,3.98310475,5.2446575,8
12184,F,1.4375,1.1125,0.375,24.8058125,10.56018875,4.9611625,7.2291225,9
12185,F,1.375,1.0875,0.375,24.323871,11.3398,5.499803,6.16601625,8
12186,F,1.55,1.175,0.425,30.80173175,11.8784405,5.8683465,8.788345,10
12187,I,1.3125,1,0.35,20.97863,10.19164525,4.53592,4.53592,14
12188,F,1.525,1.175,0.375,33.38153625,15.77649675,6.90310325,7.5126175,13
12189,F,1.275,0.975,0.375,22.226008,7.98038425,4.43669675,8.0796075,13
12190,M,1.7,1.35,0.425,40.78075575,16.0174675,9.53960675,14.2030995,12
12191,M,1.7625,1.425,0.4625,51.24172125,23.62930825,10.24834425,11.3398,11
12192,M,1.8125,1.425,0.525,67.5001595,31.978236,11.283101,19.4194075,15
12193,I,0.8125,0.6125,0.2125,4.52174525,2.1829115,1.077281,1.23320325,6
12194,I,1.1625,0.9,0.275,12.00601325,5.159609,2.33883375,3.96893,8
12195,I,1.1875,0.9375,0.3125,16.386011,7.75358825,3.061746,4.819415,8
12196,M,1.625,1.3625,0.475,35.22425375,13.8062065,8.391452,12.0485375,15
12197,I,1.3125,1.025,0.35,18.540573,8.34892775,4.082328,5.8116475,10
12198,I,0.8875,0.6625,0.225,5.8116475,2.551455,1.03475675,1.5592225,6
12199,M,1.45,1.125,0.375,27.62658775,11.3398,5.57067675,9.4970825,16
12200,M,1.475,1.2625,0.4875,38.8104655,14.72756525,7.9095105,12.6155275,20
12201,F,1.6,1.2,0.475,38.55532,15.03940975,6.73300625,13.324265,10
12202,F,1.7125,1.375,0.4375,48.94541175,16.839603,10.39009175,14.17475,18
12203,F,1.475,1.175,0.4125,34.6147395,13.53688625,7.087375,8.221355,10
12204,M,1.575,1.2125,0.425,33.8776525,13.9763035,7.0023265,8.9300925,12
12205,I,1.1875,0.9375,0.325,13.60776,6.27941425,3.27436725,4.53592,9
12206,F,1.475,1.125,0.4,25.0326085,12.40290625,5.59902625,7.824462,10
12207,F,1.5625,1.225,0.4125,36.230661,17.81766075,8.2497045,8.3631025,9
12208,F,1.375,1.075,0.35,22.2543575,8.4198015,5.4714535,7.7961125,9
12209,I,1.0875,0.8125,0.2875,9.31281075,4.9044635,2.08368825,2.664853,6
12210,M,1.75,1.375,0.45,44.21104525,19.561155,10.4042665,11.1980525,9
12211,M,1.3,1.025,0.375,20.79435825,9.82310175,4.819415,5.499803,9
12212,I,1.3,1,0.35,17.95940825,8.68912175,3.061746,5.6699,8
12213,I,1.55,1.1375,0.4375,27.385617,11.0846545,6.95980225,7.2291225,9
12214,I,1.175,0.875,0.325,15.06775925,6.87475375,3.95475525,3.98310475,7
12215,I,0.7125,0.5125,0.175,2.76407625,1.020582,0.623689,0.9355335,5
12216,M,1.3,0.975,0.35,18.24290325,8.83086925,4.32329875,5.6699,9
12217,I,0.6875,0.5125,0.1625,2.664853,1.360776,0.58116475,0.850485,6
12218,F,1.35,1.0375,0.4,24.90503575,8.561549,6.8322295,8.50485,10
12219,I,1.325,1.0125,0.325,21.87163925,8.32057825,4.53592,6.9456275,10
12220,M,1.525,1.2,0.3625,28.05183025,15.35125425,5.613201,6.9456275,8
12221,I,0.9875,0.7375,0.2625,8.71747125,4.2240755,1.6159215,2.26796,6
12222,I,1.3125,1.05,0.3375,19.97222275,9.39785925,3.628736,5.82582225,7
12223,I,1.1,0.8375,0.2625,11.7083435,6.293589,2.5231055,2.9766975,8
12224,I,1.425,1.075,0.375,19.83047525,9.87980075,4.86193925,6.6621325,9
12225,F,1.4625,1.125,0.375,27.76833525,10.9145575,4.77689075,7.5126175,11
12226,M,1.125,0.8375,0.2875,11.396499,4.9611625,2.4097075,3.8271825,11
12227,I,0.95,0.725,0.25,10.19164525,4.43669675,2.25378525,3.118445,8
12228,M,1.4,1.0875,0.4125,26.20911275,12.48795475,4.4508715,8.278054,10
12229,M,1.6875,1.3125,0.45,42.7646485,20.65261075,9.9506745,11.3681495,12
12230,M,1.375,0.9875,0.35,22.75047375,6.917278,4.63514325,7.2291225,9
12231,I,0.8125,0.575,0.225,4.3941725,1.68679525,1.00640725,2.1262125,7
12232,I,1.0125,0.725,0.25,9.51125725,4.09650275,2.22543575,2.9766975,18
12233,I,0.95,0.75,0.2625,7.93786,3.69960975,1.587572,2.1262125,7
12234,F,1.25,0.95,0.35,17.73261225,7.9095105,4.2240755,5.5281525,14
12235,F,1.5125,1.2375,0.425,30.94347925,12.37455675,7.69688925,9.4970825,11
12236,I,0.7875,0.575,0.1875,3.6003865,1.34660125,0.89300925,1.13398,6
12237,F,1.4375,1.1875,0.4,25.44367625,10.6310625,4.43669675,7.37087,12
12238,I,0.8375,0.6375,0.225,4.082328,1.97029025,0.89300925,1.2757275,6
12239,F,1.6125,1.2,0.4,32.0065855,14.21727425,6.80388,9.695529,10
12240,I,1.1875,0.9375,0.2625,14.67086625,7.0590255,3.44446425,4.819415,9
12241,M,1.4375,1.125,0.375,23.94115275,10.02154825,4.422522,6.25106475,10
12242,F,1.575,1.25,0.425,36.230661,11.623295,7.2858215,10.489315,12
12243,I,0.6875,0.6,0.1875,4.6209685,2.11203775,0.9355335,1.360776,6
12244,F,1.45,1.125,0.3875,23.7285315,10.4609655,5.386405,6.520385,10
12245,F,1.675,1.375,0.4375,48.23667425,16.896302,10.56018875,11.3398,11
12246,I,0.9375,0.7125,0.2375,7.144074,3.81300775,1.7860185,2.4097075,6
12247,F,1.5625,1.2125,0.425,37.71900975,15.35125425,9.9506745,9.7805775,11
12248,M,1.375,1.0375,0.4125,20.638436,9.51125725,4.43669675,6.80388,10
12249,M,0.7375,0.575,0.2,3.86970675,1.5025235,0.92135875,1.13398,11
12250,M,1.5375,1.2125,0.4375,39.98696975,18.86659225,8.23552975,10.3475675,10
12251,M,1.575,1.225,0.375,28.576296,12.54465375,5.8683465,8.674947,11
12252,F,1.575,1.2125,0.425,37.57726225,18.92329125,6.95980225,7.7961125,10
12253,M,1.425,1.125,0.3875,25.798045,10.77281,5.783298,10.20582,14
12254,F,1.7125,1.35,0.4125,47.27279125,23.6151335,10.70193625,13.4660125,10
12255,F,1.4,1.075,0.3,21.885814,9.82310175,4.86193925,5.953395,10
12256,F,1.65,1.2625,0.3875,37.74735925,15.49300175,9.7238785,9.355335,10
12257,I,0.975,0.725,0.225,8.5331995,3.92640575,1.8427175,2.26796,8
12258,F,1.5625,1.1875,0.3625,27.895908,13.4660125,5.6699,7.5126175,9
12259,I,1,0.775,0.2125,8.15048125,3.24601775,1.80019325,2.6932025,7
12260,I,0.925,0.7,0.2625,6.633783,2.56562975,1.65844575,2.1262125,6
12261,I,1.0125,0.725,0.2375,9.0434905,3.912231,2.26796,2.324659,9
12262,M,1.225,0.95,0.3375,15.43630275,6.59125875,3.72795925,4.819415,9
12263,M,1.3375,1.0375,0.3875,21.6873675,7.087375,3.98310475,7.2291225,13
12264,I,1.5625,1.2,0.4125,32.36095425,16.42853525,6.08096775,8.221355,9
12265,M,1.6125,1.2875,0.4375,42.82191975,18.427175,8.66077225,10.3475675,10
12266,I,1.2625,0.9625,0.3,16.48523425,6.4353365,4.025629,4.819415,12
12267,F,1.5375,1.175,0.3875,27.612413,11.63746975,5.499803,8.1930055,11
12268,F,1.4625,1.175,0.3875,27.78251,13.05494475,6.59125875,7.93786,9
12269,M,1.55,1.2,0.4375,33.8776525,12.68640125,7.0023265,10.0640725,10
12270,M,1.2125,0.9,0.3125,15.74814725,6.0384435,3.061746,4.819415,9
12271,M,1.525,1.175,0.375,30.674159,13.1825175,6.64795775,7.7961125,8
12272,M,1.775,1.325,0.575,43.6865795,15.94659375,9.8372765,18.313777,16
12273,I,0.9,0.7,0.225,6.30776375,2.31048425,1.54504775,2.1262125,7
12274,F,0.9875,0.7625,0.2625,7.994559,2.76407625,1.8427175,2.721552,10
12275,F,1.65,1.3125,0.475,43.21881275,18.49804875,11.963489,11.3681495,13
12276,M,1.3,1.0625,0.3375,21.8574645,10.67358675,5.14543425,5.08873525,8
12277,I,0.7,0.525,0.175,3.13261975,1.5025235,0.52446575,0.850485,5
12278,I,1.425,1.125,0.3625,22.0275615,8.5898985,4.4508715,7.087375,8
12279,F,1.575,1.225,0.3875,33.38153625,15.66309875,6.76135575,8.3631025,11
12280,M,1.1875,0.9125,0.35,12.88484775,4.8477645,3.345241,4.479221,9
12281,I,1.175,1,0.3375,14.78426425,5.6699,3.35941575,4.9611625,12
12282,M,1.575,1.2,0.4,34.416293,13.16834275,7.3992195,9.4970825,10
12283,F,1.425,1.1,0.4,25.51455,8.9300925,4.422522,9.07184,19
12284,I,1.075,0.825,0.25,9.979024,4.63514325,2.5231055,2.5231055,7
12285,M,1.4625,1.175,0.4,28.27862625,11.15552825,6.860579,9.355335,15
12286,F,1.4,1.075,0.3875,24.79163775,10.6310625,5.443104,8.221355,12
12287,I,1.075,0.7875,0.225,7.6827145,3.118445,1.70097,2.26796,6
12288,M,1.4375,1.125,0.35,24.1821235,10.77281,5.74077375,7.5126175,15
12289,F,0.825,0.65,0.225,5.2446575,1.77184375,1.11980525,1.984465,11
12290,M,1.575,1.2125,0.45,40.69570725,17.08057375,8.4765005,10.489315,11
12291,M,1.5125,1.1375,0.4,27.669112,11.49572225,6.59125875,8.06543275,9
12292,I,1.2875,1,0.4125,17.19397175,5.40057975,4.139027,6.9456275,18
12293,I,1.1,0.825,0.3125,11.5382465,5.443104,2.83495,3.685435,8
12294,I,0.825,0.625,0.2125,5.57067675,2.4097075,1.0489315,1.71514475,6
12295,M,1.4,1.0625,0.4,22.04173625,9.87980075,4.989512,7.93786,14
12296,F,0.825,0.575,0.175,4.40834725,1.54504775,0.9922325,1.360776,11
12297,F,1.35,1.025,0.35,20.97863,7.47009325,4.49339575,5.0178615,9
12298,F,1.7375,1.35,0.5,49.32813,21.772416,11.5382465,13.7495075,12
12299,I,1.3375,1.05,0.3375,18.030282,8.334753,4.23825025,4.97533725,8
12300,F,1.475,1.1125,0.425,24.777463,10.4609655,6.05261825,6.80388,15
12301,F,1.5875,1.3125,0.4625,52.09220625,22.01338675,8.57572375,15.1669825,9
12302,M,1.4875,1.0875,0.35,21.092028,7.540967,4.66349275,7.087375,10
12303,I,0.7,0.525,0.1875,3.55786225,1.247378,0.75126175,0.850485,7
12304,M,1.6375,1.3125,0.475,43.885026,18.8524175,11.89261525,11.9351395,10
12305,F,1.1375,0.8875,0.275,16.76872925,8.164656,2.9766975,4.3941725,11
12306,M,1.2875,0.9625,0.3125,18.71067,8.63242275,4.5642695,5.386405,9
12307,M,1.475,1.0875,0.375,24.79163775,11.7083435,4.89028875,6.0951425,10
12308,I,1.15,0.9375,0.3375,14.44407025,6.123492,3.3735905,4.9611625,10
12309,M,1.6375,1.275,0.4125,32.16250775,13.834556,6.917278,9.7805775,10
12310,M,1.6125,1.25,0.4375,39.179009,16.42853525,8.68912175,9.7805775,10
12311,F,1.1875,0.9375,0.3,15.35125425,7.52679225,3.4869885,4.7343665,10
12312,I,0.9125,0.6625,0.1875,5.556502,1.97029025,1.247378,1.530873,8
12313,M,1.7625,1.4125,0.5625,50.95822625,25.401152,12.47378,14.74174,11
12314,M,1.25,1,0.3875,20.28406725,7.654365,4.6776675,7.087375,11
12315,I,1.3375,0.925,0.3,16.42853525,8.3064035,6.4353365,3.96893,7
12316,M,1.175,0.95,0.3125,15.3937785,5.953395,2.67902775,4.26659975,11
12317,F,1.575,1.2125,0.4125,36.85435,16.96717575,8.54737425,8.9867915,10
12318,I,1.2375,0.9625,0.3375,16.45688475,8.32057825,2.5231055,3.96893,8
12319,M,1.5375,1.125,0.5625,32.95629375,10.77281,7.38504475,10.33339275,12
12320,F,1.7375,1.3375,0.45,50.81647875,20.68096025,10.70193625,12.20445975,10
12321,F,1.425,1.1,0.425,27.555714,11.963489,6.90310325,7.767763,17
12322,I,1.025,0.75,0.2625,8.40562675,3.55786225,1.9561155,2.6932025,7
12323,M,1.7875,1.4125,0.45,49.34230475,24.6924145,9.8372765,12.6155275,11
12324,I,1.3,1,0.275,14.69921575,7.10154975,3.3168915,4.26659975,8
12325,M,1.3375,1.025,0.3625,18.46969925,7.994559,4.932813,5.386405,8
12326,I,1.1125,0.8625,0.275,11.89261525,5.443104,2.45223175,3.13261975,7
12327,I,1.175,0.925,0.3,13.8062065,5.37223025,2.70737725,4.819415,8
12328,M,1.425,1.1,0.3875,25.7696955,10.4609655,5.386405,7.7961125,17
12329,I,0.8125,0.6125,0.2,4.29494925,2.0128145,0.86465975,1.417475,6
12330,F,1.3,1,0.3125,19.107563,9.02931575,4.252425,5.2446575,9
12331,M,1.525,1.2125,0.425,32.10580875,14.84096325,7.0023265,8.9300925,10
12332,F,1.75,1.4375,0.5125,50.2636635,17.1514475,12.6722265,15.252031,11
12333,I,0.4,0.2875,0.1125,0.89300925,0.226796,0.12757275,0.1417475,5
12334,M,1.575,1.225,0.4375,38.82464025,15.97494325,8.57572375,10.0640725,10
12335,F,1.1875,0.9375,0.3125,14.911837,6.0951425,3.5436875,4.819415,14
12336,I,1.075,0.7875,0.2125,10.19164525,4.706017,1.587572,2.7499015,8
12337,I,0.95,0.7,0.2625,7.2858215,3.21766825,1.0489315,1.8994165,7
12338,I,0.7875,0.575,0.175,3.16096925,1.360776,0.58116475,0.850485,6
12339,I,1.2625,0.9125,0.325,17.463292,8.77417025,3.50116325,4.252425,8
12340,M,1.3625,1.125,0.3875,24.42309425,10.70193625,4.63514325,7.2291225,12
12341,I,0.9625,0.7625,0.2375,9.07184,3.8271825,1.63009625,2.551455,7
12342,F,1.15,0.875,0.3125,13.48018725,5.91087075,2.948348,4.53592,8
12343,M,1.2625,0.9625,0.2875,14.7700895,7.087375,2.721552,4.252425,8
12344,M,1.3,1.025,0.35,22.1409595,11.736693,3.175144,6.0951425,8
12345,I,1.075,0.8125,0.25,10.41844125,4.46504625,1.91359125,2.9766975,7
12346,M,1.525,1.0625,0.3875,27.328918,12.14776075,5.71242425,7.5126175,9
12347,F,1.6125,1.275,0.3875,35.4652245,17.81766075,6.7755305,10.56018875,10
12348,F,1.4375,1.125,0.3625,27.65493725,13.1825175,6.860579,7.5126175,12
12349,F,1.5625,1.2125,0.4375,38.215126,17.179797,7.38504475,10.0640725,14
12350,M,1.625,1.3125,0.475,41.00755175,19.674553,9.17106325,10.64523725,11
12351,F,1.5125,1.2625,0.4,34.5013415,14.628342,7.52679225,9.07184,9
12352,I,0.9375,0.7625,0.275,13.22504175,6.3786375,2.11203775,3.118445,6
12353,I,0.6875,0.5125,0.2375,3.3735905,1.54504775,0.80796075,0.9922325,5
12354,M,1.7375,1.4,0.55,60.214338,32.78619675,11.29727575,18.0019325,13
12355,F,1.2,0.925,0.2875,12.7856245,4.989512,2.551455,4.9611625,10
12356,M,1.525,1.1875,0.3875,29.49765475,13.154168,6.78970525,6.6621325,12
12357,M,1.475,1.15,0.4625,27.78251,11.8784405,5.556502,7.7961125,13
12358,M,1.325,1.025,0.35,19.3060095,8.77417025,4.01145425,5.20213325,9
12359,I,1.6375,1.2625,0.4,36.78347625,17.10892325,8.2497045,10.19164525,12
12360,F,1.4,1.1125,0.375,26.01066625,10.39009175,5.2446575,7.7961125,11
12361,I,1.1,0.8625,0.2875,11.0279555,5.9250455,2.324659,3.798833,9
12362,M,1.3875,1.0625,0.3125,20.19901875,8.0796075,4.5642695,5.953395,10
12363,F,1.625,1.3125,0.425,39.745999,20.9502805,8.164656,10.3475675,11
12364,F,1.5875,1.2125,0.4125,36.69842775,18.937466,7.38504475,7.69688925,11
12365,I,1.225,0.9625,0.35,18.10115575,6.53455975,4.025629,5.5281525,11
12366,I,0.925,0.7125,0.225,7.9095105,3.1467945,1.77184375,2.4097075,6
12367,F,1.575,1.1875,0.4375,36.81182575,14.55746825,9.7238785,9.07184,11
12368,F,1.6875,1.3375,0.4875,40.83745475,16.68368075,9.00096625,10.20582,14
12369,M,1.6125,1.3125,0.425,39.81687275,17.1514475,8.731646,10.0640725,8
12370,F,1.45,1.075,0.4,25.86891875,10.2908685,5.71242425,7.654365,9
12371,I,1.1,0.85,0.3,10.4609655,4.5075705,2.33883375,3.40194,7
12372,I,1.2125,0.925,0.3125,14.81261375,5.71242425,2.9199985,4.6776675,9
12373,F,1.375,1.075,0.3625,21.16290175,9.7238785,4.57844425,6.23689,8
12374,I,1.325,1.0875,0.325,23.71435675,9.979024,4.77689075,6.87475375,9
12375,F,1.5625,1.25,0.4375,31.39707125,13.62193475,7.087375,10.61688775,12
12376,M,1.35,1.0375,0.3375,18.21455375,9.05766525,3.6570855,4.35164825,9
12377,I,0.9875,0.7,0.2375,6.350288,2.31048425,1.63009625,2.1262125,6
12378,M,0.9125,0.625,0.2,6.123492,2.6932025,1.68679525,2.6932025,8
12379,F,1.6,1.2375,0.475,38.82464025,16.82542825,10.602713,11.623295,11
12380,F,1.4625,1.175,0.375,30.03629525,15.5071765,6.10931725,8.34892775,10
12381,F,1.6,1.25,0.4875,35.11085575,13.947954,9.05766525,10.0640725,11
12382,M,1.05,0.775,0.2375,8.12213175,3.2601925,2.08368825,2.4097075,7
12383,F,1.525,1.1625,0.3625,26.20911275,11.453198,7.78193775,7.087375,10
12384,M,1.4875,1.1375,0.35,24.9192105,12.927372,5.386405,8.0796075,11
12385,I,0.8875,0.7,0.225,6.33611325,2.50893075,1.31825175,1.984465,6
12386,F,1.6375,1.2625,0.475,37.42134,13.13999325,8.77417025,11.4815475,11
12387,M,1,0.8125,0.2375,8.5898985,3.78465825,2.0695135,2.83495,7
12388,I,0.8875,0.675,0.2125,6.30776375,2.65067825,1.48834875,1.8994165,7
12389,I,0.5125,0.375,0.1375,1.13398,0.35436875,0.1417475,0.2551455,4
12390,I,0.9375,0.6625,0.2125,6.30776375,2.65067825,1.48834875,1.871067,6
12391,F,1.6125,1.2375,0.45,41.00755175,17.6050395,8.4198015,11.056305,22
12392,I,1.125,0.8875,0.3125,13.097469,6.05261825,2.79242575,3.72795925,10
12393,I,0.4,0.3,0.0625,0.55281525,0.21262125,0.1417475,0.170097,4
12394,F,1.3125,1,0.3125,18.83824275,7.93786,4.12485225,5.10291,13
12395,M,1.5375,1.1875,0.3875,31.18445,13.834556,7.10154975,8.29222875,10
12396,I,0.9875,0.75,0.25,8.8166945,4.43669675,1.70097,2.4097075,7
12397,I,0.725,0.575,0.15,2.8632995,1.1623295,0.4819415,0.850485,7
12398,F,1.675,1.2625,0.3375,40.83745475,16.68368075,8.674947,9.00096625,12
12399,I,0.9,0.6875,0.225,6.13766675,2.721552,1.0489315,2.08368825,7
12400,F,1.075,0.8375,0.2875,11.6516445,4.63514325,2.11203775,3.33106625,9
12401,M,1.4375,1.1375,0.4125,24.39474475,12.0485375,4.5075705,7.654365,8
12402,F,1.4,1.05,0.3625,27.00289875,9.87980075,5.62737575,8.788345,17
12403,I,1.3375,1.0875,0.35,23.79940525,10.5176645,4.32329875,5.953395,10
12404,M,1.65,1.3,0.45,43.21881275,13.02659525,10.8011595,11.3398,18
12405,M,1.4,1.075,0.325,20.071446,9.1001895,4.40834725,5.10291,9
12406,I,0.75,0.575,0.2,3.72795925,1.74349425,0.83631025,1.13398,7
12407,F,1.45,1.1875,0.4125,26.988724,10.5176645,5.11708475,8.6465975,15
12408,I,1.125,0.875,0.3125,13.99047825,5.71242425,3.345241,3.685435,8
12409,F,0.8125,0.6125,0.1875,4.762716,1.71514475,0.963883,1.2757275,13
12410,I,0.6875,0.5125,0.1625,2.84912475,1.17650425,0.66621325,0.9922325,5
12411,M,1.5,1.1875,0.425,32.0065855,12.37455675,6.98815175,8.0796075,13
12412,F,1.4,1.1125,0.375,27.93843225,9.412034,6.293589,7.7961125,21
12413,I,0.9875,0.775,0.2375,8.674947,4.0539785,2.08368825,2.494756,7
12414,I,1.3125,0.925,0.3125,15.40795325,6.917278,2.8632995,4.6776675,9
12415,I,1.375,1.0375,0.3625,21.9708625,8.561549,4.4508715,7.37087,11
12416,M,1.8,1.425,0.4375,52.673371,23.1048425,10.90038275,14.2597985,11
12417,I,0.5,0.375,0.1375,1.020582,0.35436875,0.226796,0.3118445,4
12418,M,1.4125,1.1125,0.375,24.81998725,12.03436275,5.5848515,6.9456275,9
12419,I,0.8,0.6,0.1875,5.7549485,2.4097075,1.077281,1.63009625,7
12420,F,1.4125,1.1,0.3375,24.50814275,10.6877615,4.86193925,7.29999625,10
12421,F,1.625,1.2875,0.425,35.22425375,14.0897015,8.164656,9.36950975,11
12422,M,1.65,1.3,0.5,47.513762,19.6462035,12.47378,13.324265,27
12423,F,1.7125,1.35,0.4375,35.76289425,14.514944,7.9095105,10.77281,15
12424,M,1.2625,0.975,0.3375,18.01610725,7.83863675,5.5281525,4.819415,9
12425,M,1.775,1.4125,0.525,64.16909325,35.6920205,10.829509,16.0174675,11
12426,M,1.55,1.2125,0.4125,30.43318825,12.3887315,5.88252125,9.355335,10
12427,M,1.175,0.9375,0.2625,14.5999925,5.96756975,2.96252275,4.9611625,8
12428,F,1.575,1.2125,0.5,37.0527965,12.94154675,9.6104805,10.489315,7
12429,I,0.9875,0.75,0.25,9.63883,4.3941725,2.33883375,2.551455,7
12430,I,1.225,0.95,0.325,16.27902025,7.55514175,3.572037,4.9611625,8
12431,F,1.5,1.2125,0.375,29.72445075,13.02659525,6.22271525,8.3631025,10
12432,I,0.9875,0.725,0.25,8.618248,3.6003865,2.381358,2.1829115,7
12433,I,1.475,1.1375,0.425,31.6096925,9.128539,6.4920355,12.3320325,16
12434,I,1.4875,1.1625,0.3875,30.43318825,14.10387625,6.25106475,7.7961125,9
12435,M,1.2125,0.925,0.3875,18.5689225,6.81805475,4.0539785,5.8116475,19
12436,I,1.3625,1.075,0.3875,23.99785175,9.6104805,4.7343665,6.520385,12
12437,I,1.3125,1,0.3,17.236496,7.314171,3.64291075,5.2446575,9
